ID,CODE_GENDER,FLAG_OWN_CAR,FLAG_OWN_REALTY,CNT_CHILDREN,AMT_INCOME_TOTAL,NAME_INCOME_TYPE,NAME_EDUCATION_TYPE,NAME_FAMILY_STATUS,NAME_HOUSING_TYPE,DAYS_BIRTH,DAYS_EMPLOYED,FLAG_WORK_PHONE,FLAG_PHONE,FLAG_EMAIL,OCCUPATION_TYPE,CNT_FAM_MEMBERS,PAST_DUE_COUNT,CREDIT_INQUIRIES_6M,EXISTING_LOANS,ACCOUNT_AGE_MONTHS,APPROVED
191,M,N,N,1,44800.0,Pensioner,Academic degree,Married,Municipal apartment,-18615,365243,0,1,0,Managers,3,0,0,1,55,1
192,F,Y,Y,1,43400.0,Working,Secondary / secondary special,Married,House / apartment,-14600,-8030,1,0,1,Sales staff,3,0,1,0,51,1
193,F,Y,N,0,103100.0,Working,Higher education,Married,With parents,-18250,-8760,0,1,1,Laborers,2,0,0,0,54,1
194,F,Y,N,0,69100.0,Working,Higher education,Single / not married,House / apartment,-8395,-7665,0,0,1,Sales staff,1,0,1,4,44,1
195,M,Y,N,3,41700.0,Student,Secondary / secondary special,Married,House / apartment,-14600,-4380,0,0,1,Accountants,5,0,0,2,19,1
196,M,Y,Y,0,139900.0,Working,Secondary / secondary special,Married,House / apartment,-10220,-5840,1,0,0,Cleaning staff,2,1,4,2,26,1
197,F,N,N,1,62700.0,Working,Higher education,Single / not married,Municipal apartment,-14965,-13870,1,1,0,High skill tech staff,2,1,1,0,47,1
198,F,Y,Y,0,30200.0,Working,Secondary / secondary special,Married,House / apartment,-24820,-730,0,1,0,Sales staff,2,0,0,1,27,1
199,F,N,N,0,55700.0,Working,Secondary / secondary special,Married,Municipal apartment,-15695,365243,1,1,1,Core staff,2,1,2,0,15,1
200,F,Y,N,3,64100.0,Working,Higher education,Married,With parents,-7665,-5840,0,0,0,High skill tech staff,5,1,0,1,19,0
201,F,Y,N,2,34800.0,Working,Secondary / secondary special,Married,House / apartment,-8030,-10220,0,0,0,Other,4,0,4,1,32,0
202,M,N,N,0,29000.0,Working,Secondary / secondary special,Civil marriage,House / apartment,-10950,-6205,1,1,0,Accountants,2,0,0,0,36,1
203,M,N,Y,4,51200.0,State servant,Secondary / secondary special,Married,With parents,-20805,-2920,0,1,0,Core staff,6,0,6,1,46,0
204,F,Y,N,1,40900.0,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,-18250,-9125,0,0,0,Accountants,3,0,0,0,22,1
205,F,N,N,0,102700.0,Commercial associate,Higher education,Married,House / apartment,-23360,-8395,0,1,1,Sales staff,2,0,0,1,6,1
206,M,Y,Y,1,71000.0,Working,Secondary / secondary special,Married,House / apartment,-16060,-11680,0,0,1,High skill tech staff,3,1,2,0,28,1
207,M,Y,N,0,35600.0,Pensioner,Lower secondary,Married,House / apartment,-18980,365243,0,0,1,Drivers,2,0,1,1,11,1
208,F,Y,Y,1,60700.0,State servant,Secondary / secondary special,Married,House / apartment,-18250,-5110,0,0,0,Other,3,2,0,2,5,0
209,M,Y,N,0,92400.0,State servant,Higher education,Married,With parents,-21170,-4745,0,1,1,Other,2,1,1,0,16,1
210,M,Y,Y,0,24400.0,Working,Secondary / secondary special,Married,House / apartment,-12410,-2920,1,0,0,Laborers,2,1,1,0,51,1
211,F,Y,N,1,29400.0,Pensioner,Secondary / secondary special,Married,House / apartment,-8395,365243,0,0,1,Other,3,1,0,1,38,0
212,F,N,Y,2,48700.0,Working,Higher education,Married,House / apartment,-16425,-12045,1,0,1,Security staff,4,0,1,1,19,1
213,F,Y,Y,1,49900.0,Working,Secondary / secondary special,Civil marriage,House / apartment,-23725,-365,1,0,0,Managers,3,0,1,4,46,1
214,M,N,Y,0,47800.0,Working,Secondary / secondary special,Married,With parents,-9855,-13505,0,0,0,Drivers,2,0,1,1,41,1
215,F,Y,Y,2,42000.0,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,-13505,-13505,0,0,0,Sales staff,3,0,2,0,59,1
216,M,N,N,1,41600.0,Commercial associate,Higher education,Civil marriage,House / apartment,-22265,365243,1,0,1,Accountants,3,2,1,1,7,1
217,M,N,Y,1,59400.0,Working,Secondary / secondary special,Married,House / apartment,-17155,-12045,0,1,0,Cooking staff,3,1,0,0,33,0
218,F,Y,N,0,86400.0,Pensioner,Secondary / secondary special,Married,With parents,-21170,365243,0,0,1,Managers,2,4,2,1,18,1
219,F,Y,N,2,38500.0,Working,Secondary / secondary special,Married,House / apartment,-21170,365243,0,0,0,Managers,4,0,3,1,47,1
220,F,N,N,3,165900.0,Working,Secondary / secondary special,Married,Office apartment,-15695,-11680,0,1,1,Security staff,5,1,1,1,45,0
221,F,N,N,2,130700.0,Working,Secondary / secondary special,Married,Municipal apartment,-18980,-3650,0,1,0,Sales staff,4,0,2,0,4,1
222,F,Y,Y,3,95300.0,Working,Higher education,Married,With parents,-8030,-2920,0,1,1,Drivers,5,0,2,1,33,0
223,M,Y,Y,0,66900.0,Working,Incomplete higher,Married,House / apartment,-11315,-2190,0,0,0,Sales staff,2,0,1,1,20,1
224,M,N,Y,2,133800.0,Working,Lower secondary,Married,House / apartment,-19710,-13140,1,0,0,Core staff,4,2,1,2,32,1
225,M,Y,Y,0,42400.0,Student,Higher education,Married,House / apartment,-24455,-8395,0,1,0,High skill tech staff,2,0,1,1,14,1
226,M,N,N,0,32300.0,Pensioner,Higher education,Married,House / apartment,-19710,365243,1,0,0,Medicine staff,2,0,0,2,9,1
227,F,Y,Y,1,37700.0,Working,Higher education,Married,Co-op apartment,-9855,-12775,0,0,0,Drivers,3,0,0,3,27,1
228,M,Y,N,1,29700.0,Commercial associate,Lower secondary,Single / not married,House / apartment,-10950,-365,0,0,0,Core staff,2,0,0,0,24,1
229,F,N,Y,0,52100.0,Working,Higher education,Single / not married,House / apartment,-16425,-1825,0,0,0,Other,1,1,2,1,4,1
230,F,N,N,0,56900.0,Commercial associate,Secondary / secondary special,Married,Municipal apartment,-8030,-13140,0,0,0,Drivers,2,0,0,0,27,1
231,F,Y,Y,0,54200.0,Working,Secondary / secondary special,Single / not married,House / apartment,-25185,-4015,0,0,1,Cooking staff,1,1,1,3,56,0
232,F,N,Y,0,48700.0,Working,Secondary / secondary special,Married,House / apartment,-18250,-6570,1,0,0,Other,2,0,1,2,20,0
233,F,N,N,0,52400.0,Working,Secondary / secondary special,Married,Office apartment,-13505,-10220,0,0,1,High skill tech staff,2,1,0,2,9,1
234,F,N,Y,0,116800.0,Working,Secondary / secondary special,Married,House / apartment,-17885,-6570,0,0,0,Other,2,2,4,1,21,1
235,M,Y,N,0,66800.0,Working,Higher education,Married,House / apartment,-13870,-10950,1,1,0,Laborers,2,0,3,0,22,1
236,F,N,N,3,77800.0,State servant,Higher education,Single / not married,House / apartment,-24090,-13870,0,1,1,Other,4,0,2,3,53,0
237,M,N,Y,1,53900.0,Student,Secondary / secondary special,Widow,House / apartment,-20075,-10220,0,1,0,Sales staff,2,0,0,1,7,0
238,M,N,N,0,21900.0,State servant,Secondary / secondary special,Single / not married,House / apartment,-13505,-7300,1,1,0,Accountants,1,1,3,2,3,0
239,F,N,Y,3,20000.0,Student,Higher education,Married,House / apartment,-24455,-12410,0,0,0,Security staff,5,1,1,0,14,1
240,M,Y,N,1,138900.0,Working,Secondary / secondary special,Married,House / apartment,-15330,-11680,0,0,0,Medicine staff,3,2,3,1,20,1
241,F,N,Y,0,37600.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-16425,-7300,0,1,0,Managers,2,0,0,0,33,1
242,F,N,N,0,36000.0,Working,Higher education,Single / not married,House / apartment,-14600,-3285,1,0,0,High skill tech staff,1,0,2,0,40,1
243,F,Y,Y,0,55400.0,Pensioner,Secondary / secondary special,Married,House / apartment,-13140,365243,0,1,0,Cooking staff,2,2,0,1,59,0
244,M,N,Y,0,64600.0,Pensioner,Secondary / secondary special,Single / not married,With parents,-16425,365243,0,1,0,Cleaning staff,1,0,1,2,26,1
245,M,Y,Y,0,68800.0,Working,Secondary / secondary special,Married,With parents,-12775,-3285,0,0,1,Security staff,2,0,1,0,17,0
246,F,N,Y,0,119000.0,Working,Higher education,Single / not married,House / apartment,-20805,-730,0,1,0,Accountants,1,1,2,1,7,1
247,M,Y,Y,0,103800.0,Working,Higher education,Married,House / apartment,-12775,-2555,0,0,0,Cooking staff,2,1,0,0,15,0
248,F,N,N,1,32700.0,Working,Secondary / secondary special,Single / not married,Rented apartment,-12775,-1460,0,1,1,Cleaning staff,2,1,5,0,37,1
249,F,N,N,0,79600.0,Student,Incomplete higher,Married,House / apartment,-13870,-12775,1,0,0,Core staff,2,0,1,2,58,0
250,F,N,Y,1,40500.0,Pensioner,Incomplete higher,Single / not married,House / apartment,-20805,365243,0,1,0,High skill tech staff,2,1,2,2,59,0
251,M,N,Y,1,45800.0,Working,Higher education,Civil marriage,With parents,-7665,-12410,1,1,1,Medicine staff,3,1,0,1,16,1
252,M,N,Y,3,28400.0,Working,Incomplete higher,Civil marriage,House / apartment,-19345,-8030,1,1,0,Laborers,5,0,0,0,9,1
253,F,Y,Y,0,21000.0,Working,Higher education,Married,House / apartment,-8395,-1095,0,0,0,Cleaning staff,2,3,0,3,31,0
254,M,N,Y,2,48300.0,Student,Secondary / secondary special,Single / not married,House / apartment,-25185,-5475,0,0,0,Laborers,3,0,0,2,6,1
255,M,N,Y,2,30400.0,State servant,Secondary / secondary special,Widow,Rented apartment,-15330,-13140,0,1,0,Laborers,3,1,2,2,8,1
256,F,N,N,1,78000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-14965,-7665,0,1,0,Managers,3,0,3,0,38,0
257,F,Y,N,1,42600.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-24090,-7300,0,0,0,Core staff,3,0,3,0,50,1
258,F,N,Y,0,57200.0,Commercial associate,Higher education,Civil marriage,House / apartment,-22265,-9490,1,0,0,Accountants,2,0,2,1,54,1
259,F,N,Y,3,97100.0,Working,Secondary / secondary special,Married,House / apartment,-17155,-14235,1,0,0,Managers,5,0,1,1,31,1
260,M,N,N,0,23300.0,State servant,Secondary / secondary special,Married,House / apartment,-8760,-2555,1,1,0,Accountants,2,1,0,1,27,1
261,F,Y,Y,1,34100.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-20075,-2190,0,1,1,Other,3,1,3,0,47,1
262,F,Y,N,0,53700.0,Working,Secondary / secondary special,Married,With parents,-7665,-12045,0,1,1,Cooking staff,2,0,1,1,44,0
263,M,N,N,0,57300.0,Working,Secondary / secondary special,Married,With parents,-8760,-10585,0,0,0,Cleaning staff,2,1,1,4,12,0
264,F,Y,N,1,85100.0,Commercial associate,Higher education,Married,House / apartment,-16060,-8760,0,1,0,Core staff,3,0,1,0,57,1
265,F,N,Y,2,75600.0,Working,Lower secondary,Single / not married,House / apartment,-24090,-13505,0,0,0,Sales staff,3,0,4,1,5,1
266,F,Y,N,0,51500.0,Commercial associate,Incomplete higher,Separated,House / apartment,-17885,-5110,0,1,0,Other,1,0,0,0,37,0
267,F,N,N,4,57100.0,Pensioner,Secondary / secondary special,Single / not married,House / apartment,-15330,365243,0,1,0,Laborers,5,0,3,3,25,1
268,F,Y,N,1,57800.0,Pensioner,Lower secondary,Civil marriage,House / apartment,-15695,365243,1,1,0,Security staff,3,1,2,0,39,1
269,M,N,N,0,23500.0,Commercial associate,Secondary / secondary special,Married,With parents,-14965,-2920,0,1,1,Other,2,3,2,2,42,1
270,M,N,Y,0,45300.0,Working,Secondary / secondary special,Married,House / apartment,-12410,-1460,0,0,0,Cleaning staff,2,1,3,0,40,1
271,F,Y,Y,1,55500.0,Working,Secondary / secondary special,Married,With parents,-10220,-13140,0,1,0,High skill tech staff,3,0,0,2,50,1
272,F,Y,N,0,61700.0,Working,Incomplete higher,Single / not married,House / apartment,-13140,-7665,1,0,0,Cleaning staff,1,1,1,1,30,1
273,F,Y,N,0,30900.0,Working,Secondary / secondary special,Married,House / apartment,-20075,-13870,1,1,0,Cooking staff,2,2,0,1,31,0
274,F,N,N,0,26000.0,State servant,Secondary / secondary special,Married,House / apartment,-16060,-14235,0,0,1,Cooking staff,2,0,4,1,41,1
275,F,N,N,0,43600.0,State servant,Higher education,Married,House / apartment,-16790,-5110,0,1,0,Accountants,2,1,1,1,31,0
276,F,N,Y,1,131100.0,Working,Secondary / secondary special,Married,House / apartment,-9855,-12410,0,1,0,Cleaning staff,3,0,1,1,23,1
277,F,N,Y,0,32500.0,Pensioner,Secondary / secondary special,Married,House / apartment,-16425,365243,0,1,0,Managers,2,0,2,2,30,1
278,F,N,Y,0,88200.0,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,-21170,-5840,0,0,1,Managers,2,1,2,2,55,1
279,F,Y,Y,0,108300.0,State servant,Higher education,Married,House / apartment,-23725,-6570,0,0,0,Cooking staff,2,1,3,1,9,1
280,F,Y,N,0,50100.0,Working,Secondary / secondary special,Single / not married,House / apartment,-16790,-6205,1,1,0,Cooking staff,1,0,0,1,3,1
281,F,Y,Y,0,34900.0,Commercial associate,Higher education,Married,House / apartment,-16790,-3285,1,0,0,Medicine staff,2,1,3,1,9,1
282,M,N,N,1,63300.0,Working,Higher education,Married,House / apartment,-18250,-365,1,1,0,Laborers,3,0,4,4,2,1
283,M,N,N,1,54000.0,Working,Lower secondary,Separated,House / apartment,-8030,-365,0,1,0,Cleaning staff,2,1,1,0,6,1
284,M,Y,Y,0,31900.0,Working,Secondary / secondary special,Married,House / apartment,-22995,-9490,0,0,0,Accountants,2,1,1,0,8,1
285,F,N,Y,0,35300.0,Working,Secondary / secondary special,Married,House / apartment,-10585,-5475,0,1,0,Managers,2,1,0,0,44,1
286,M,N,N,0,61500.0,Working,Secondary / secondary special,Married,House / apartment,-21535,-11315,0,1,0,Managers,2,1,2,1,29,1
287,F,N,N,0,78200.0,Working,Higher education,Married,With parents,-23360,-13505,0,0,0,Medicine staff,2,0,2,0,56,0
288,F,Y,N,1,41700.0,Commercial associate,Incomplete higher,Single / not married,Rented apartment,-11315,-9125,0,1,0,High skill tech staff,2,0,1,1,22,0
289,M,Y,Y,0,47400.0,Commercial associate,Incomplete higher,Married,House / apartment,-12775,-11315,0,1,0,Drivers,2,1,0,2,9,1
290,F,N,Y,0,68500.0,State servant,Incomplete higher,Single / not married,House / apartment,-11680,-12045,1,0,0,Security staff,1,0,0,1,42,1
291,M,N,Y,2,45000.0,Working,Higher education,Married,House / apartment,-20075,-2555,1,1,0,Other,4,2,2,3,51,0
292,M,N,Y,0,42200.0,State servant,Higher education,Married,House / apartment,-21900,-12775,1,1,1,Core staff,2,1,2,0,42,1
293,F,Y,N,1,33600.0,Commercial associate,Secondary / secondary special,Separated,House / apartment,-24455,-10585,0,0,0,Accountants,2,3,0,2,16,0
294,M,Y,N,0,33300.0,Working,Secondary / secondary special,Married,Co-op apartment,-13140,-1460,0,1,0,Core staff,2,0,3,2,14,1
295,M,N,Y,0,186200.0,Commercial associate,Incomplete higher,Married,House / apartment,-25185,-11315,0,0,0,Other,2,1,2,1,44,0
296,F,N,Y,1,44400.0,Commercial associate,Higher education,Married,House / apartment,-18980,-2555,0,1,0,Drivers,3,0,1,0,6,1
297,F,N,Y,1,97000.0,Working,Secondary / secondary special,Separated,House / apartment,-13870,-7665,0,1,1,Sales staff,2,0,0,0,12,1
298,M,N,N,0,113800.0,Pensioner,Secondary / secondary special,Separated,Co-op apartment,-23725,365243,0,1,1,Security staff,1,2,1,1,35,1
299,F,Y,Y,1,44700.0,Commercial associate,Secondary / secondary special,Married,With parents,-14965,365243,0,0,1,High skill tech staff,3,1,2,0,27,0
300,M,N,N,2,58900.0,Student,Secondary / secondary special,Married,House / apartment,-13140,-3650,0,0,0,High skill tech staff,4,1,4,1,13,0
301,M,N,Y,3,51600.0,State servant,Incomplete higher,Single / not married,House / apartment,-9855,-13505,0,0,1,Sales staff,4,0,0,0,6,1
302,F,Y,N,1,21900.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-9125,-1825,0,0,1,Security staff,3,2,1,1,34,1
303,F,N,Y,2,22600.0,Commercial associate,Secondary / secondary special,Single / not married,Municipal apartment,-23360,-6935,0,1,1,Other,3,0,2,1,28,1
304,F,Y,Y,0,50200.0,State servant,Higher education,Separated,House / apartment,-22265,-6935,0,1,1,Accountants,1,0,2,1,24,1
305,F,Y,N,0,39600.0,State servant,Secondary / secondary special,Married,With parents,-19345,-6205,0,1,0,Drivers,2,0,2,0,37,1
306,F,Y,N,0,126200.0,Pensioner,Secondary / secondary special,Civil marriage,House / apartment,-18615,365243,0,1,0,Cooking staff,2,2,4,4,17,1
307,F,Y,Y,0,43600.0,Pensioner,Secondary / secondary special,Married,Municipal apartment,-14965,365243,1,0,0,Accountants,2,1,0,0,28,1
308,M,Y,Y,0,130000.0,Working,Secondary / secondary special,Separated,House / apartment,-8395,-11315,0,1,0,Cooking staff,1,0,0,0,46,1
309,F,N,Y,1,38600.0,Pensioner,Secondary / secondary special,Married,House / apartment,-10950,365243,0,1,1,Core staff,3,0,0,0,17,1
310,M,N,Y,0,127500.0,Working,Incomplete higher,Married,House / apartment,-11315,-8395,0,1,0,High skill tech staff,2,1,1,0,46,1
311,M,N,N,1,63100.0,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,-15330,-4015,0,0,0,Drivers,3,0,1,0,45,0
312,M,Y,N,0,65000.0,Working,Higher education,Married,Office apartment,-13505,-9125,1,0,0,High skill tech staff,2,1,2,0,19,0
313,M,Y,Y,0,38000.0,Working,Secondary / secondary special,Single / not married,House / apartment,-16425,-10585,1,0,0,Cleaning staff,1,0,1,0,16,1
314,F,N,Y,0,65400.0,Working,Higher education,Civil marriage,House / apartment,-22265,-6205,1,0,0,Other,2,0,1,1,53,1
315,F,Y,Y,0,114300.0,Pensioner,Secondary / secondary special,Single / not married,Rented apartment,-17520,365243,0,0,0,Other,1,0,3,1,12,1
316,F,Y,Y,0,45600.0,Pensioner,Secondary / secondary special,Married,House / apartment,-14600,365243,0,0,0,Medicine staff,2,1,1,2,20,1
317,M,N,Y,1,41400.0,Commercial associate,Higher education,Single / not married,House / apartment,-18250,-8030,0,1,0,Other,2,1,1,1,7,1
318,M,N,N,0,43300.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-18615,-10220,0,0,1,Sales staff,2,0,3,2,27,1
319,M,N,Y,0,110200.0,Student,Secondary / secondary special,Married,With parents,-12045,-2920,0,0,1,Cooking staff,2,1,1,3,33,0
320,M,N,N,1,75200.0,Working,Higher education,Single / not married,House / apartment,-10950,-13870,0,1,0,Medicine staff,2,1,2,0,32,1
321,F,Y,N,0,101100.0,Commercial associate,Higher education,Separated,House / apartment,-19345,-4015,1,0,0,Security staff,1,1,1,0,52,0
322,F,N,N,0,57300.0,Commercial associate,Incomplete higher,Single / not married,House / apartment,-22265,-13140,0,0,1,Drivers,1,0,0,2,32,0
323,F,Y,N,0,50000.0,State servant,Incomplete higher,Married,House / apartment,-14600,-4015,0,0,0,Drivers,2,0,2,3,26,1
324,M,N,N,0,60600.0,Working,Higher education,Civil marriage,House / apartment,-24820,-5475,0,0,1,Accountants,2,1,0,1,14,1
325,F,Y,N,2,83700.0,Student,Higher education,Widow,With parents,-12410,-6570,1,0,0,Managers,3,1,1,3,36,0
326,F,N,Y,2,43300.0,Working,Secondary / secondary special,Married,With parents,-10220,-4015,1,1,1,Sales staff,4,0,1,2,35,0
327,F,Y,Y,1,97200.0,Working,Secondary / secondary special,Married,With parents,-10220,365243,1,0,0,Other,3,1,1,0,34,0
328,F,N,Y,0,58900.0,Working,Secondary / secondary special,Married,With parents,-21170,365243,1,0,0,Sales staff,2,1,0,3,30,1
329,M,N,N,1,20000.0,Working,Secondary / secondary special,Married,With parents,-17520,-6570,1,0,0,Security staff,3,0,3,0,24,1
330,M,N,N,0,76200.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-10950,-13140,0,1,0,Cleaning staff,2,0,2,0,20,0
331,M,N,Y,0,25900.0,Working,Higher education,Married,Municipal apartment,-21900,-365,0,0,0,Cooking staff,2,0,0,3,34,1
332,F,N,N,0,75300.0,Working,Secondary / secondary special,Single / not married,House / apartment,-12410,-4380,0,0,0,Laborers,1,0,1,2,5,1
333,M,N,N,2,76900.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-12410,-1095,1,0,0,Security staff,4,0,1,0,59,1
334,M,N,N,1,57800.0,Pensioner,Secondary / secondary special,Widow,House / apartment,-9490,365243,1,1,0,Medicine staff,2,0,1,2,27,1
335,M,N,N,1,64300.0,Pensioner,Secondary / secondary special,Married,House / apartment,-19710,365243,0,0,0,Laborers,3,0,0,0,57,1
336,M,N,N,1,84900.0,Commercial associate,Higher education,Married,With parents,-13505,-11680,0,1,0,Medicine staff,3,0,0,1,12,1
337,F,N,Y,0,38300.0,State servant,Secondary / secondary special,Married,Rented apartment,-14965,-5840,0,0,0,Managers,2,0,1,0,35,0
338,F,N,Y,0,72900.0,Commercial associate,Incomplete higher,Separated,House / apartment,-21535,-5840,0,0,0,High skill tech staff,1,0,1,2,13,1
339,F,N,Y,1,87700.0,Working,Secondary / secondary special,Married,House / apartment,-17520,-1095,0,0,1,Medicine staff,3,0,3,1,14,1
340,M,N,Y,1,118200.0,Working,Incomplete higher,Married,House / apartment,-21170,-2555,0,0,0,Laborers,3,1,2,1,4,1
341,F,N,Y,2,28200.0,Working,Secondary / secondary special,Single / not married,With parents,-12775,-10585,0,1,0,Managers,3,1,0,0,58,1
342,F,N,N,0,60100.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-20440,-13140,1,1,0,Core staff,2,1,4,2,25,0
343,M,Y,N,2,30300.0,State servant,Lower secondary,Single / not married,House / apartment,-20440,-11315,0,0,1,Laborers,3,0,1,1,29,0
344,M,N,N,0,29700.0,Pensioner,Secondary / secondary special,Married,House / apartment,-10585,365243,0,1,0,Managers,2,0,1,1,12,1
